Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
496094,22332,SKULLS PARTY BAG + STICKER SET,8.0,2010-01-29 10:13:00,1.65,15192.0,United Kingdom
508861,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1.0,2010-05-18 15:37:00,1.25,15984.0,United Kingdom
493543,21645,ASSORTED TUTTI FRUTTI ROUND BOX,12.0,2010-01-04 16:29:00,1.65,14839.0,United Kingdom
500381,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6.0,2010-03-08 10:19:00,2.95,13148.0,United Kingdom
493841,22303,COFFEE MUG APPLES DESIGN,6.0,2010-01-07 14:04:00,2.55,13394.0,United Kingdom
518231,22457,NATURAL SLATE HEART CHALKBOARD ,12.0,2010-08-05 15:28:00,2.95,12471.0,Germany
511515,22295,HEART FILIGREE DOVE LARGE,1.0,2010-06-08 16:15:00,1.65,17962.0,United Kingdom
513312,21135,VICTORIAN  METAL POSTCARD SPRING,16.0,2010-06-23 15:40:00,1.69,14798.0,United Kingdom
503944,21172,PARTY METAL SIGN ,4.0,2010-04-08 15:29:00,1.45,15768.0,United Kingdom
511307,22520,CHILDS GARDEN TROWEL BLUE ,3.0,2010-06-07 16:01:00,0.85,13983.0,United Kingdom
517251,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4.0,2010-07-27 15:14:00,3.75,13305.0,United Kingdom
519734,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6.0,2010-08-20 09:01:00,2.95,12826.0,United Kingdom
502728,22568,FELTCRAFT CUSHION OWL,4.0,2010-03-26 11:37:00,3.75,18188.0,United Kingdom
501858,47566B,TEA TIME PARTY BUNTING,6.0,2010-03-21 11:21:00,4.65,13593.0,United Kingdom
508732,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12.0,2010-05-18 10:24:00,1.25,16147.0,United Kingdom
504906,84875B,GREEN SQUARE COMPACT MIRROR,12.0,2010-04-19 07:14:00,1.25,17850.0,United Kingdom
498104,22270,HAPPY EASTER HANGING DECORATION,3.0,2010-02-16 13:49:00,3.75,13503.0,United Kingdom
501042,84791,GINGHAM HEART DECORATION,6.0,2010-03-12 09:57:00,2.95,12523.0,France
494211,22083,PAPER CHAIN KIT RETRO SPOT,1.0,2010-01-12 11:36:00,2.95,17945.0,United Kingdom
491082,35962,12 ASS ZINC CHRISTMAS DECORATIONS,12.0,2009-12-09 13:16:00,2.1,16709.0,United Kingdom
495357,22285,"DECORATION HEN ON NEST, HANGING",3.0,2010-01-24 11:35:00,1.65,14879.0,United Kingdom
498935,22209,WOOD STAMP SET HAPPY BIRTHDAY,12.0,2010-02-24 10:42:00,1.65,14911.0,EIRE
499470,37500,TEA TIME TEAPOT IN GIFT BOX,1.0,2010-02-28 11:55:00,9.95,12484.0,Spain
504140,22483,RED GINGHAM TEDDY BEAR ,2.0,2010-04-11 12:45:00,2.95,16814.0,United Kingdom
509378,22385,JUMBO BAG SPACEBOY DESIGN,10.0,2010-05-21 15:12:00,1.95,12389.0,Australia
507387,84946,ANTIQUE SILVER TEA GLASS ETCHED,12.0,2010-05-09 12:10:00,1.25,17137.0,United Kingdom
518530,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4.0,2010-08-09 15:44:00,3.75,14794.0,United Kingdom
519666,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,20.0,2010-08-19 12:16:00,0.85,12976.0,United Kingdom
493962,79072,TEATIME CAKE TIN WITH HANDLE,8.0,2010-01-08 15:19:00,8.95,15311.0,United Kingdom
507038,85099B,RED RETROSPOT JUMBO BAG ,10.0,2010-05-05 16:12:00,1.95,15615.0,United Kingdom
516957,40001,WHITE BAMBOO RIBS LAMPSHADE,1.0,2010-07-25 15:52:00,0.85,13148.0,United Kingdom
490899,85042,ANTIQUE LILY FAIRY LIGHTS,4.0,2009-12-08 13:04:00,4.95,16732.0,United Kingdom
517510,20704,MR ROBOT SOFT TOY,8.0,2010-07-29 13:16:00,6.35,15637.0,United Kingdom
511487,37446,MINI CAKE STAND WITH HANGING CAKES,8.0,2010-06-08 14:22:00,1.45,18247.0,United Kingdom
511437,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1.0,2010-06-08 12:02:00,2.55,17190.0,United Kingdom
519384,22469,HEART OF WICKER SMALL,3.0,2010-08-16 14:12:00,1.65,18109.0,United Kingdom
513056,84991,60 TEATIME FAIRY CAKE CASES,24.0,2010-06-21 13:52:00,0.55,13334.0,United Kingdom
497949,21930,JUMBO STORAGE BAG SKULLS,10.0,2010-02-15 12:10:00,1.95,16327.0,United Kingdom
491671,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4.0,2009-12-13 11:46:00,2.95,14161.0,United Kingdom
519005,21974,SET OF 36 PAISLEY FLOWER DOILIES,1.0,2010-08-12 19:18:00,1.45,16549.0,United Kingdom
505854,21747,SMALL SKULL WINDMILL,2.0,2010-04-26 12:51:00,1.25,14563.0,United Kingdom
510767,84405A,S/3 PINK COL METAL BASKET W HANDLE,1.0,2010-06-03 13:26:00,12.75,13901.0,United Kingdom
508498,22077,6 RIBBONS RUSTIC CHARM,1.0,2010-05-16 14:54:00,1.65,17905.0,United Kingdom
517042,21901,"KEY FOB , BACK DOOR ",10.0,2010-07-26 11:46:00,0.65,13069.0,United Kingdom
494359,79323LP,LIGHT PINK CHERRY LIGHTS,3.0,2010-01-13 15:24:00,6.75,17962.0,United Kingdom
507660,22273,FELTCRAFT DOLL MOLLY,2.0,2010-05-10 16:44:00,2.95,12675.0,Italy
515330,22554,PLASTERS IN TIN WOODLAND ANIMALS,1.0,2010-07-11 13:53:00,1.65,16049.0,United Kingdom
505990,22048,BIRTHDAY BANQUET GIFT WRAP,75.0,2010-04-27 10:11:00,0.42,17966.0,United Kingdom
490515,15056N,EDWARDIAN PARASOL NATURAL,3.0,2009-12-06 15:08:00,5.95,15479.0,United Kingdom
490144,22149,FELTCRAFT 6 FLOWER FRIENDS,6.0,2009-12-04 08:46:00,2.1,13154.0,United Kingdom
506453,85114B,IVORY ENCHANTED FOREST PLACEMAT,4.0,2010-04-29 18:34:00,1.65,14031.0,United Kingdom
504577,22285,"DECORATION HEN ON NEST, HANGING",12.0,2010-04-14 16:24:00,1.65,14867.0,United Kingdom
502837,22033,BOTANICAL ROSE GREETING CARD,12.0,2010-03-28 12:52:00,0.42,14771.0,United Kingdom
503579,37503,TEA TIME CAKE STAND IN GIFT BOX,2.0,2010-04-01 16:40:00,10.75,15768.0,United Kingdom
510162,22285,"DECORATION HEN ON NEST, HANGING",12.0,2010-05-27 13:49:00,1.65,14876.0,United Kingdom
501272,84519B,CARROT CHARLIE+LOLA COASTER SET,6.0,2010-03-15 13:34:00,2.95,13543.0,United Kingdom
517116,48194,DOORMAT HEARTS,6.0,2010-07-27 08:09:00,7.49,18172.0,United Kingdom
492798,84971S,SMALL HEART FLOWERS HOOK ,3.0,2009-12-20 11:25:00,0.85,16011.0,United Kingdom
508652,22488,NATURAL SLATE RECTANGLE CHALKBOARD,24.0,2010-05-17 15:48:00,1.65,16400.0,United Kingdom
497217,20914,SET/5 RED SPOTTY LID GLASS BOWLS,64.0,2010-02-07 14:27:00,2.55,14156.0,EIRE
504593,22035,VINTAGE CARAVAN GREETING CARD ,12.0,2010-04-15 10:43:00,0.42,13901.0,United Kingdom
515406,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,4.0,2010-07-12 11:59:00,0.65,14159.0,United Kingdom
510792,21791,VINTAGE HEADS AND TAILS CARD GAME ,2.0,2010-06-03 16:33:00,1.25,15867.0,United Kingdom
495360,21238,RED SPOTTY CUP,8.0,2010-01-24 12:05:00,0.85,12703.0,Germany
511044,22499,WOODEN UNION JACK BUNTING,3.0,2010-06-06 11:26:00,5.95,16356.0,United Kingdom
490881,M,Manual,1.0,2009-12-08 12:58:00,10.0,16210.0,United Kingdom
505809,20619,TROPICAL PASSPORT COVER ,1.0,2010-04-26 11:17:00,2.1,14665.0,United Kingdom
518900,84692,BOX OF 24 COCKTAIL PARASOLS,100.0,2010-08-12 14:11:00,0.42,15061.0,United Kingdom
491118,22208,WOOD STAMP SET THANK YOU,1.0,2009-12-09 15:03:00,1.65,16933.0,United Kingdom
511976,22423,REGENCY CAKESTAND 3 TIER,3.0,2010-06-11 14:37:00,12.75,17191.0,United Kingdom
491634,20831,GOLD PHOTO FRAME,1.0,2009-12-11 15:40:00,2.1,17841.0,United Kingdom
517134,22030,SWALLOWS GREETING CARD,12.0,2010-07-27 10:29:00,0.42,15051.0,United Kingdom
507376,22433,WATERING CAN GREEN DINOSAUR,1.0,2010-05-09 11:29:00,1.95,13979.0,United Kingdom
499232,22365,DOOR MAT RESPECTABLE HOUSE,1.0,2010-02-25 12:21:00,7.49,13334.0,United Kingdom
494644,16225,RATTLE SNAKE EGGS,2.0,2010-01-17 12:12:00,1.25,16595.0,United Kingdom
501828,21843,RETRO SPOT CAKE STAND,2.0,2010-03-19 15:45:00,10.95,15218.0,United Kingdom
518403,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1.0,2010-08-08 13:49:00,9.95,17132.0,United Kingdom
513995,21787,RAIN PONCHO WITH RED SPOTS,24.0,2010-06-30 08:50:00,0.85,13813.0,Germany
512306,22046,TEA PARTY  WRAPPING PAPER ,50.0,2010-06-14 16:25:00,0.42,15093.0,United Kingdom
491111,21481,FAWN BLUE HOT WATER BOTTLE,6.0,2009-12-09 14:38:00,2.95,15005.0,United Kingdom
516466,21755,LOVE BUILDING BLOCK WORD,2.0,2010-07-20 14:50:00,5.95,17578.0,United Kingdom
495379,21070,VINTAGE BILLBOARD MUG ,2.0,2010-01-24 13:46:00,1.25,17611.0,United Kingdom
518115,84705C,PINK FLOCK PHOTO FRAME ,1.0,2010-08-04 14:41:00,4.65,12748.0,United Kingdom
508879,84858B,BLUE RIVIERA HANDBAG,2.0,2010-05-18 16:31:00,5.95,16326.0,United Kingdom
512112,21876,POTTERING MUG,1.0,2010-06-13 14:40:00,1.25,17841.0,United Kingdom
517399,22070,SMALL RED RETROSPOT MUG IN BOX ,6.0,2010-07-29 10:15:00,3.75,16153.0,United Kingdom
504140,21871,SAVE THE PLANET MUG,6.0,2010-04-11 12:45:00,1.25,16814.0,United Kingdom
510544,21755,LOVE BUILDING BLOCK WORD,2.0,2010-06-01 15:05:00,5.95,13869.0,United Kingdom
495536,22379,RECYCLING BAG RETROSPOT ,5.0,2010-01-25 15:37:00,2.1,12857.0,United Kingdom
496173,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8.0,2010-01-29 11:59:00,2.95,14796.0,United Kingdom
504594,82599,FANNY'S REST STOPMETAL SIGN,1.0,2010-04-15 10:49:00,2.1,15910.0,United Kingdom
C489813,84472,PINK AND LILAC QUILTED THROW ,-1.0,2009-12-02 13:02:00,45.95,17867.0,United Kingdom
491733,22207,FRYING PAN UNION FLAG,8.0,2009-12-14 10:01:00,3.75,18087.0,United Kingdom
512335,22423,REGENCY CAKESTAND 3 TIER,16.0,2010-06-15 11:46:00,10.95,13107.0,United Kingdom
507122,22613,PACK OF 20 SPACEBOY NAPKINS,72.0,2010-05-06 11:50:00,0.85,12678.0,France
492820,90062,CARNIVAL BRACELET,1.0,2009-12-20 14:40:00,12.75,14404.0,United Kingdom
502624,22266,EASTER DECORATION HANGING BUNNY,1.0,2010-03-25 15:17:00,0.65,16794.0,United Kingdom
505732,21498,RED SPOTS  WRAP ,25.0,2010-04-25 15:26:00,0.42,13510.0,United Kingdom
519125,22600,CHRISTMAS RETROSPOT STAR WOOD,12.0,2010-08-13 12:23:00,0.85,15255.0,United Kingdom
504486,21523,DOOR MAT FANCY FONT HOME SWEET HOME,30.0,2010-04-14 10:56:00,6.35,18087.0,United Kingdom
514514,20867,PINK ROSE FABRIC MIRROR,1.0,2010-07-04 13:59:00,1.25,15976.0,United Kingdom
511050,85169B,BLACK LOVE BIRD CANDLE,1.0,2010-06-06 12:07:00,1.25,16782.0,United Kingdom
496465,21637,ASSORTED SANSKRIT MINI NOTEBOOK,36.0,2010-02-01 15:10:00,1.25,15555.0,United Kingdom
509416,22607,WOODEN ROUNDERS GARDEN SET ,1.0,2010-05-23 12:50:00,8.5,14505.0,United Kingdom
519907,21175,GIN + TONIC DIET METAL SIGN,4.0,2010-08-22 13:40:00,2.1,15059.0,United Kingdom
502825,79029,GLASS HONEYPOT WASP CATCHER,1.0,2010-03-28 11:30:00,1.95,16787.0,United Kingdom
491967,22145,CHRISTMAS CRAFT HEART STOCKING ,1.0,2009-12-14 17:34:00,2.1,17012.0,United Kingdom
496329,21090,SET/6 COLLAGE PAPER PLATES,12.0,2010-01-31 13:34:00,0.85,13392.0,United Kingdom
507586,22499,WOODEN UNION JACK BUNTING,1.0,2010-05-10 12:42:00,5.95,17841.0,United Kingdom
507617,21319,GLASS CHALICE GREEN  SMALL ,2.0,2010-05-10 14:10:00,1.65,17482.0,United Kingdom
511270,22386,JUMBO BAG PINK WITH WHITE SPOTS,1.0,2010-06-07 13:03:00,1.95,14159.0,United Kingdom
496725,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,2.0,2010-02-03 14:16:00,1.25,13619.0,United Kingdom
515100,47570B,TEA TIME TABLE CLOTH,1.0,2010-07-08 11:59:00,10.65,14527.0,United Kingdom
507464,21875,KINGS CHOICE MUG,396.0,2010-05-10 11:00:00,0.85,18102.0,United Kingdom
491658,21012,ANTIQUE ALL GLASS CANDLESTICK,2.0,2009-12-13 11:05:00,2.1,16442.0,United Kingdom
495682,21985,PACK OF 12 HEARTS DESIGN TISSUES ,12.0,2010-01-26 11:44:00,0.29,15002.0,United Kingdom
496088,21519,GIN & TONIC DIET GREETING CARD ,12.0,2010-01-29 09:13:00,0.42,13557.0,United Kingdom
501893,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1.0,2010-03-21 15:03:00,1.95,15005.0,United Kingdom
496331,85197,SET OF 12 MINI BUNNIES IN A BUCKET,6.0,2010-01-31 13:48:00,2.1,13897.0,United Kingdom
512548,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12.0,2010-06-16 13:30:00,1.65,16229.0,United Kingdom
507179,21531,RED RETROSPOT SUGAR JAM BOWL,24.0,2010-05-06 15:24:00,2.1,14646.0,Netherlands
513953,21658,GLASS  BEURRE DISH,8.0,2010-06-29 14:14:00,3.95,14426.0,United Kingdom
496069,22380,TOY TIDY SPACEBOY  ,10.0,2010-01-28 16:07:00,2.1,13093.0,United Kingdom
513567,51014L,"FEATHER PEN,LIGHT PINK",12.0,2010-06-25 14:15:00,0.85,14798.0,United Kingdom
502613,22618,COOKING SET RETROSPOT,4.0,2010-03-25 14:22:00,9.95,14535.0,United Kingdom
508202,21623,VINTAGE UNION JACK MEMOBOARD,4.0,2010-05-13 14:18:00,9.95,17416.0,United Kingdom
519822,82600,NO SINGING METAL SIGN,1.0,2010-08-20 14:14:00,2.1,18106.0,United Kingdom
509187,20729,RED SPOTTY CANDY BAG,10.0,2010-05-20 17:00:00,1.25,15826.0,United Kingdom
491445,21175,GIN + TONIC DIET METAL SIGN,1.0,2009-12-11 10:40:00,2.1,14519.0,United Kingdom
507667,22147,FELTCRAFT BUTTERFLY HEARTS,10.0,2010-05-10 17:21:00,1.45,12867.0,United Kingdom
508214,85232B,SET/3 RUSSIAN DOLL STACKING TINS,4.0,2010-05-13 14:51:00,4.95,15768.0,United Kingdom
505996,22482,BLUE TEA TOWEL CLASSIC DESIGN,2.0,2010-04-27 10:48:00,1.25,17348.0,United Kingdom
498765,84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.0,2010-02-23 09:37:00,1.25,12755.0,Japan
494354,21527,RETRO SPOT TRADITIONAL TEAPOT ,2.0,2010-01-13 14:59:00,7.95,15513.0,United Kingdom
504318,22496,SET OF 2 ROUND TINS DUTCH CHEESE,1.0,2010-04-12 14:48:00,2.95,15466.0,United Kingdom
498900,85226C,BLUE PULL BACK RACING CAR,12.0,2010-02-23 13:59:00,0.55,15241.0,United Kingdom
490134,22112,CHOCOLATE HOT WATER BOTTLE,2.0,2009-12-03 18:41:00,4.95,17372.0,United Kingdom
517872,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12.0,2010-08-02 15:26:00,1.25,16060.0,United Kingdom
497358,21972,SET OF 36 DINOSAUR PAPER DOILIES,1.0,2010-02-08 17:25:00,1.45,14606.0,United Kingdom
499508,85222,ASSORTED COLOUR SILK COSMETIC PURSE,12.0,2010-02-28 16:14:00,2.1,18069.0,United Kingdom
490097,72756,FAIRY CAKE CANDLES,9.0,2009-12-03 16:09:00,1.49,17329.0,United Kingdom
498354,84619,BLUE GINGHAM ROSE QUILT ,1.0,2010-02-18 12:50:00,45.95,14527.0,United Kingdom
507707,21221,SET/4 BADGES CUTE CREATURES,10.0,2010-05-11 11:17:00,1.25,17428.0,United Kingdom
519344,84692,BOX OF 24 COCKTAIL PARASOLS,50.0,2010-08-16 12:16:00,0.42,15785.0,United Kingdom
491893,79000,MOROCCAN TEA GLASS,12.0,2009-12-14 15:17:00,0.85,16805.0,United Kingdom
511954,84946,ANTIQUE SILVER TEA GLASS ETCHED,24.0,2010-06-11 13:00:00,1.25,16170.0,United Kingdom
511799,47566,PARTY BUNTING,5.0,2010-06-10 14:49:00,4.65,15615.0,United Kingdom
490279,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1.0,2009-12-04 12:37:00,2.55,16891.0,United Kingdom
496920,85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,10.0,2010-02-04 15:49:00,0.85,17309.0,United Kingdom
494214,21157,RED SPOTTY WASHBAG,12.0,2010-01-12 11:45:00,2.1,12623.0,Germany
513019,22386,JUMBO BAG PINK WITH WHITE SPOTS,3.0,2010-06-21 11:55:00,1.95,14593.0,United Kingdom
502584,84763,ZINC FINISH 15CM PLANTER POTS,12.0,2010-03-25 12:40:00,1.25,13875.0,United Kingdom
501291,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",2.0,2010-03-15 15:33:00,1.65,14343.0,United Kingdom
505699,22469,HEART OF WICKER SMALL,4.0,2010-04-25 11:15:00,1.65,14451.0,United Kingdom
506700,21159,MOODY BOY  DOOR HANGER ,12.0,2010-05-02 13:46:00,1.45,13136.0,United Kingdom
506131,71459,HANGING JAM JAR T-LIGHT HOLDER,24.0,2010-04-27 14:56:00,0.85,14211.0,United Kingdom
499757,84991,60 TEATIME FAIRY CAKE CASES,2.0,2010-03-02 12:18:00,0.55,17377.0,United Kingdom
498636,20975,12 PENCILS SMALL TUBE RED SPOTTY,2.0,2010-02-22 11:11:00,0.65,14159.0,United Kingdom
499521,82585,SWEET VALENCIA CANDLE+CUP,48.0,2010-03-01 10:14:00,1.06,13694.0,United Kingdom
503870,20723,STRAWBERRY CHARLOTTE BAG,2.0,2010-04-08 11:33:00,0.85,12835.0,United Kingdom
511853,21533,RETRO SPOT LARGE MILK JUG,6.0,2010-06-11 08:08:00,4.25,14298.0,United Kingdom
498721,20727,LUNCH BAG  BLACK SKULL.,10.0,2010-02-22 14:34:00,1.65,13178.0,United Kingdom
505051,21974,SET OF 36 PAISLEY FLOWER DOILIES,12.0,2010-04-19 14:39:00,1.45,12949.0,United Kingdom
519392,21833,CAMOUFLAGE LED TORCH,12.0,2010-08-16 14:49:00,1.69,16625.0,United Kingdom
514364,21625,VINTAGE UNION JACK APRON,2.0,2010-07-01 18:12:00,6.95,17851.0,United Kingdom
517578,22037,ROBOT BIRTHDAY CARD,12.0,2010-07-30 10:44:00,0.42,14346.0,United Kingdom
512560,21320,GLASS CHALICE GREEN  LARGE ,1.0,2010-06-16 14:28:00,2.55,17931.0,United Kingdom
498548,22366,DOOR MAT AIRMAIL ,2.0,2010-02-19 17:40:00,7.49,17400.0,United Kingdom
519476,22570,FELTCRAFT CUSHION RABBIT,4.0,2010-08-17 12:36:00,3.75,14749.0,United Kingdom
515944,48197,DOORMAT BIRD ON THE WIRE,192.0,2010-07-15 15:29:00,4.58,18102.0,United Kingdom
507026,21974,SET OF 36 PAISLEY FLOWER DOILIES,12.0,2010-05-05 14:43:00,1.45,14205.0,United Kingdom
509759,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3.0,2010-05-25 15:21:00,4.95,14930.0,Channel Islands
500159,21238,RED SPOTTY CUP,3.0,2010-03-04 18:27:00,0.85,14159.0,United Kingdom
506273,20727,LUNCH BAG  BLACK SKULL.,10.0,2010-04-28 15:05:00,1.65,16359.0,United Kingdom
491960,22074,6 RIBBONS SHIMMERING PINKS ,12.0,2009-12-14 16:29:00,1.65,17416.0,United Kingdom
498157,22267,EASTER DECORATION EGG BUNNY ,12.0,2010-02-17 11:40:00,1.25,14244.0,United Kingdom
506411,21002,ROSE DU SUD DRAWSTRING BAG,3.0,2010-04-29 14:00:00,4.25,13148.0,United Kingdom
497909,22371,AIRLINE BAG VINTAGE TOKYO 78,1.0,2010-02-14 13:39:00,6.35,15272.0,United Kingdom
513953,20751,FUNKY WASHING UP GLOVES ASSORTED,12.0,2010-06-29 14:14:00,2.1,14426.0,United Kingdom
496008,20728,LUNCH BAG CARS BLUE,10.0,2010-01-28 12:36:00,1.65,14911.0,EIRE
497512,21385,IVORY HANGING DECORATION  HEART,6.0,2010-02-10 12:26:00,0.85,17201.0,United Kingdom
513608,85214,TUB 24 PINK FLOWER PEGS,1.0,2010-06-27 12:01:00,1.65,15547.0,United Kingdom
500293,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,1.0,2010-03-05 16:02:00,1.65,13174.0,United Kingdom
495206,21621,VINTAGE UNION JACK BUNTING,4.0,2010-01-21 16:44:00,8.5,16126.0,United Kingdom
493574,22045,SPACE BOY GIFT WRAP,25.0,2010-01-05 10:19:00,0.42,15521.0,United Kingdom
507737,22626,BLACK KITCHEN SCALES,1.0,2010-05-11 12:14:00,8.5,17238.0,United Kingdom
509170,22636,CHILDS BREAKFAST SET CIRCUS PARADE,8.0,2010-05-20 15:09:00,7.65,16705.0,United Kingdom
518751,22035,VINTAGE CARAVAN GREETING CARD ,12.0,2010-08-11 12:28:00,0.42,18145.0,United Kingdom
498574,21990,MODERN FLORAL STATIONERY SET,6.0,2010-02-21 13:18:00,2.95,15498.0,United Kingdom
489550,84968B,S/16 VINTAGE IVORY CUTLERY,2.0,2009-12-01 12:33:00,12.75,14156.0,EIRE
513615,21827,EIGHT PIECE CREEPY CRAWLIE SET,3.0,2010-06-27 12:25:00,1.25,15998.0,United Kingdom
517967,22362,GLASS JAR PEACOCK BATH SALTS,1.0,2010-08-03 13:03:00,2.95,18048.0,United Kingdom
498028,21054,NURSE'S BAG SOFT TOY,1.0,2010-02-16 09:21:00,8.95,15323.0,United Kingdom
516011,C2,CARRIAGE,1.0,2010-07-16 09:45:00,50.0,14911.0,EIRE
497619,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,2.0,2010-02-11 12:22:00,2.95,14451.0,United Kingdom
510445,84949,SILVER HANGING T-LIGHT HOLDER,6.0,2010-05-30 15:58:00,1.65,18069.0,United Kingdom
497201,20724,RED SPOTTY CHARLOTTE BAG,20.0,2010-02-07 11:37:00,0.85,12681.0,France
513763,22051,BLUE SCANDINAVIAN PAISLEY WRAP,25.0,2010-06-28 13:06:00,0.42,12784.0,Portugal
511976,21272,SALLE DE BAIN HOOK,4.0,2010-06-11 14:37:00,1.25,17191.0,United Kingdom
511634,21791,VINTAGE HEADS AND TAILS CARD GAME ,140.0,2010-06-09 12:55:00,1.06,17381.0,United Kingdom
517909,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12.0,2010-08-03 10:26:00,2.95,18260.0,United Kingdom
498430,21212,PACK OF 72 RETRO SPOT CAKE CASES,24.0,2010-02-18 17:17:00,0.55,15615.0,United Kingdom
509767,20661,BLUE SPOTTY PURSE ,1.0,2010-05-25 15:45:00,2.95,17888.0,United Kingdom
517337,82581,TOILET METAL SIGN,12.0,2010-07-28 13:38:00,0.55,16177.0,United Kingdom
513343,22568,FELTCRAFT CUSHION OWL,4.0,2010-06-24 10:25:00,3.75,17127.0,United Kingdom
511300,22522,CHILDS GARDEN FORK BLUE ,1.0,2010-06-07 15:31:00,0.85,16788.0,United Kingdom
513627,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,36.0,2010-06-27 13:16:00,0.65,17194.0,United Kingdom
501153,21899,"KEY FOB , GARAGE DESIGN",5.0,2010-03-14 15:07:00,0.65,15665.0,United Kingdom
504572,22227,"DECORATION, HANGING HEART+MIRROR ",1.0,2010-04-14 14:49:00,0.65,18057.0,United Kingdom
499327,90082A,DIAMANTE BOW BROOCH GREEN COLOUR,1.0,2010-02-26 11:26:00,6.35,13598.0,United Kingdom
510056,22610,PENS ASSORTED FUNNY FACE,36.0,2010-05-27 10:03:00,0.85,15278.0,United Kingdom
505550,21059,PARTY INVITES DINOSAURS,12.0,2010-04-23 08:28:00,0.72,17448.0,United Kingdom
518428,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3.0,2010-08-09 10:33:00,4.95,12458.0,Switzerland
499968,21214,SET OF 72 IVORY PAPER DOILIES,12.0,2010-03-03 14:10:00,1.45,13214.0,United Kingdom
495176,47590B,PINK HAPPY BIRTHDAY BUNTING,3.0,2010-01-21 13:21:00,5.45,13623.0,United Kingdom
491800,20960,WATERMELON BATH SPONGE,20.0,2009-12-14 12:58:00,1.25,17511.0,United Kingdom
500904,22457,NATURAL SLATE HEART CHALKBOARD ,6.0,2010-03-11 10:16:00,2.95,12954.0,United Kingdom
511271,21877,HOME SWEET HOME MUG,12.0,2010-06-07 13:03:00,1.25,13699.0,United Kingdom
495920,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",10.0,2010-01-27 13:41:00,0.85,15808.0,United Kingdom
510426,22561,WOODEN SCHOOL COLOURING SET,6.0,2010-05-30 12:39:00,1.65,16011.0,United Kingdom
496871,21121,SET/10 RED SPOTTY PARTY CANDLES,6.0,2010-02-04 13:18:00,1.25,16383.0,United Kingdom
506572,71459,HANGING JAM JAR T-LIGHT HOLDER,12.0,2010-04-30 13:10:00,0.85,16374.0,United Kingdom
512514,21472,LADYBIRD + BEE RAFFIA FOOD COVER,1.0,2010-06-16 11:17:00,3.75,14606.0,United Kingdom
516993,71279,PINK GLASS CANDLEHOLDER,1.0,2010-07-26 11:05:00,2.95,15493.0,United Kingdom
499772,22036,DINOSAUR BIRTHDAY CARD,12.0,2010-03-02 13:36:00,0.42,16960.0,United Kingdom
517963,22507,MEMO BOARD RETROSPOT  DESIGN,4.0,2010-08-03 12:49:00,4.95,14001.0,United Kingdom
494870,84559B,3D SHEET OF CAT STICKERS,2.0,2010-01-19 12:15:00,0.85,15998.0,United Kingdom
511669,21431,GREEN GINGHAM FLOWER JEWELLERY BOX,4.0,2010-06-09 14:41:00,1.65,14099.0,United Kingdom
494666,48188,DOOR MAT WELCOME PUPPIES,1.0,2010-01-17 14:53:00,6.75,13869.0,United Kingdom
500329,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,3.0,2010-03-07 12:56:00,4.95,13764.0,United Kingdom
489539,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,72.0,2009-12-01 12:18:00,4.25,15061.0,United Kingdom
505232,21333,CLASSIC WHITE FRAME,6.0,2010-04-21 10:43:00,2.55,17448.0,United Kingdom
517042,21171,BATHROOM METAL SIGN ,3.0,2010-07-26 11:46:00,1.45,13069.0,United Kingdom
503342,21924,BLUE/CREAM STRIPE FRINGE HAMMOCK,2.0,2010-03-31 13:09:00,7.95,16845.0,United Kingdom
502815,84510B,SET OF 4 FAIRY CAKES COASTERS ,3.0,2010-03-28 10:35:00,1.25,16768.0,United Kingdom
494208,22211,WOOD STAMP SET FLOWERS,1.0,2010-01-12 11:33:00,1.65,17945.0,United Kingdom
